merchant_id,user_id,amount_spent,visits
205,40525,10146,8
205,987472,10735,14
205,1569929,10266,13
205,213274,10382,3
205,123992,11173,5
205,196304,10864,8
205,29604,10121,19
205,17264,10005,11
205,34295,11012,8
205,56863,10007,5
205,97476,10737,10
205,29886,10242,7
205,199339,10437,20
205,53233,36625,9
205,156587,11540,5
205,90913,11150,10
205,37953,10760,12
205,54983,10090,8
205,515378,11290,7
205,53423,10560,8
205,123747,10504,8
205,995568,10480,7
205,29692,10205,16
205,967237,12780,9
205,50994,10150,19
205,55275,10342,7
205,938936,10180,9
205,1006945,12480,8
205,52398,10040,17
205,98552,10255,10
205,106826,12528,13
205,44607,10120,22
205,54633,10498,10
205,193216,12450,7
205,57266,10170,5
205,522757,10640,3
205,52360,15000,1
205,56038,10615,17
205,30004,10100,21
205,29888,11480,5
1557,1455619,10160,30
1557,821010,10040,42
925,157522,5190,9
925,205872,5298,9
925,521692,5275,16
925,204693,5240,17
925,351297,5227,20
925,210226,5083,30
925,1177847,5160,15
925,129759,5184,8
925,518932,5172,29
925,189453,5166,16
925,204844,5328,14
925,696071,5810,5
925,209107,5066,13
925,738301,5414,7
925,631910,5203,7
925,137336,5724,6
925,1387915,5190,9
925,150780,5111,12
925,515742,5340,8
925,596140,5172,8
925,216953,5506,9
925,137718,5394,7
925,149648,5048,8
925,259941,6280,9
925,227455,5594,8
925,160541,5086,14
925,352229,5357,7
925,202723,5764,6
925,448322,5030,19
925,632083,5196,8
925,352893,5360,11
925,1002576,5739,7
925,575205,6273,4
925,739372,5068,5
925,917776,5397,7
925,814253,5795,5
925,851229,5352,7
925,807994,5306,7
925,855134,5299,6
925,797045,5223,7
925,225524,5127,8
925,192745,8247,2
925,137677,5059,9
925,177691,5447,10
925,689603,5320,1
925,446982,6082,7
925,596138,6077,7
925,517968,6173,14
925,656498,5005,9
925,515119,5010,7
925,137197,5262,5
925,149592,5951,4
1384,516343,10045,83
1384,623626,10130,220
1520,654082,11014,18
1520,635964,10186,28
1520,708147,10825,6
1520,780076,11428,4
1520,635128,10766,19
1520,706338,17352,3
1520,1021375,35260,2
1520,927219,11046,13
1520,92268,16693,1
1520,634422,10339,27
1520,736473,15945,1
1505,796200,10255,25
1505,717846,10035,13
1505,1156215,10000,9
1505,1227836,10000,9
1505,546178,10345,20
1505,515519,10500,11
1505,713367,10455,12
1119,251019,10098,55
1119,354361,10535,14
1119,442219,10040,46
1119,204775,10820,13
1119,333223,10014,20
1119,333227,10150,12
1119,339332,10419,22
1119,112391,25000,1
1119,196866,10830,11
1119,197920,10770,12
1119,197919,10400,11
1119,199192,10210,10
1119,204936,10180,9
1119,201662,10400,8
1119,193686,10818,13
1119,204935,10409,11
1119,223916,10392,13
237,912288,10020,27
237,38045,10080,43
1264,410235,10116,17
1264,707379,10250,20
1264,660232,10270,18
1264,940107,10003,20
1264,357129,10350,21
1264,582963,10393,17
1264,122568,10460,16
1264,425540,10120,33
1264,246576,10390,14
42,247803,10141,42
42,909,10432,14
42,210665,11125,27
42,427961,10042,38
42,418207,10215,56
42,34492,10182,33
42,1143,10236,26
42,35372,10110,43
42,975,10858,22
42,216421,10536,13
42,821,11175,23
42,40644,10650,18
42,44053,10651,12
42,3361,11985,10
42,50110,10146,32
42,102271,10146,17
42,238402,10003,23
42,996194,11208,9
42,52527,10010,16
42,1362140,10708,9
42,801169,11262,9
42,2482,10152,19
42,247759,10249,23
42,52206,10152,52
42,238510,10000,33
42,1440981,11058,5
42,996196,10129,9
42,974062,10803,9
42,813732,10717,9
42,1342359,10365,8
42,43643,10351,31
42,199348,10691,11
42,672715,11195,9
42,955210,11945,6
42,912616,12787,5
42,3039,10330,19
42,31940,10145,27
42,650966,12265,7
42,46910,10158,19
42,127156,10887,17
42,1017,10101,47
42,356617,10140,24
42,912647,11563,8
42,1124213,10228,12
42,967591,10501,10
42,952521,10924,11
42,706678,10393,9
42,987170,10325,9
42,8531,11793,15
42,101437,10244,19
42,55378,10424,29
42,135379,10727,15
42,53600,10781,17
42,911593,11375,12
42,904775,10611,11
42,904779,10090,9
42,691115,11570,7
42,863016,10827,10
42,862924,10290,9
42,19300,10232,43
42,541052,10201,11
42,821764,10972,7
42,126347,10079,12
42,215685,10430,18
42,2001,10178,23
42,84224,10193,23
42,211165,10225,27
42,247963,10127,28
42,247909,10466,20
42,578253,10381,20
42,203470,10274,24
42,111294,10130,30
42,507222,10198,23
42,84058,10204,20
42,247762,10223,22
42,203450,10348,22
42,163170,10340,13
42,247983,10426,23
42,247867,10260,25
42,429331,10389,8
42,424054,10194,16
42,216389,10157,25
42,164908,10033,23
42,247752,10264,27
42,188325,10107,21
42,1064,10443,26
42,1808,10111,29
42,152852,10007,21
42,210975,10224,20
42,247922,10316,13
42,247875,10206,13
42,247986,10235,15
42,442382,10405,17
42,210743,10935,13
42,207695,10211,19
42,180776,10288,19
42,442362,10511,13
42,251397,10108,23
42,151027,10337,25
42,240085,10554,23
42,212377,10325,27
42,424038,10069,19
42,247842,10243,20
42,188339,10200,20
42,255672,10024,21
42,247917,10024,23
42,199777,10402,21
42,199781,10061,51
42,425484,10100,22
42,195278,10299,30
42,3865,10160,46
42,254850,10415,19
42,96934,10540,27
42,23273,10322,15
42,127394,10641,5
42,396857,12459,14
42,362126,10170,21
42,118162,10854,23
42,203464,10078,18
42,198799,10696,15
42,211780,10157,18
42,207682,10121,17
42,101292,10145,15
42,247839,10171,11
42,247749,10443,22
42,203472,10265,18
42,203442,10270,28
42,203440,10625,15
42,213857,10435,20
42,214488,10518,17
42,247880,10134,42
42,2373,10135,25
42,277742,10412,17
42,362094,10580,16
42,247936,10458,16
42,252478,10424,15
42,247899,10034,26
42,363184,10493,11
42,247844,10212,28
42,210841,10254,36
42,203444,10141,18
42,247822,10826,20
42,247973,10353,25
42,1579,10091,28
42,247739,10147,28
42,100892,10282,10
42,199766,10250,13
42,298272,11586,13
42,216013,10010,18
42,198378,10555,17
42,442359,10194,30
42,247955,10481,15
42,58840,10617,10
42,95790,10403,26
42,351352,10119,21
42,150550,10002,22
42,211849,10099,19
42,247804,10697,16
42,962,10158,24
42,396835,10382,21
42,214008,10394,17
42,215688,10538,15
42,214071,10168,27
42,213758,10028,29
42,23444,10149,14
42,123940,10198,19
42,354830,10699,12
42,198165,11065,6
42,28299,10230,23
42,31145,10165,20
42,213766,10795,18
42,426758,10137,33
42,435022,10234,21
42,105378,10012,14
42,268256,10102,15
42,215650,10142,17
42,247944,10499,14
42,183256,10042,24
42,203468,10372,17
42,247971,10399,14
42,15037,10238,19
42,247914,10740,14
42,330767,10035,22
42,84391,10231,14
42,19563,10153,21
42,351695,10204,28
42,85639,10819,8
42,362093,10629,14
42,442390,10150,17
42,135747,10247,28
42,183112,10395,22
42,23276,10363,17
42,247900,10647,15
42,247802,10602,20
42,101493,10844,13
42,135425,10142,19
42,362120,10562,18
42,247897,10086,31
42,127854,10162,17
42,217579,10748,10
42,214130,10497,18
42,115097,10063,23
42,215743,11841,12
42,30046,10295,29
42,254047,10630,25
42,155944,10038,18
42,442321,10522,14
42,215638,10020,11
42,183339,10092,21
42,216406,10167,35
42,329812,11280,8
42,152601,10085,28
42,251390,10651,12
42,247886,10191,20
42,120034,10351,21
42,158884,10096,19
42,518845,10017,21
42,200575,10163,31
42,99292,10071,26
42,424048,10362,18
42,1674,11311,21
42,193877,10054,25
42,200281,10088,33
42,111017,10178,20
42,442329,10183,27
42,211289,10226,19
42,214561,10097,29
42,56421,10257,15
42,442345,10704,12
42,216093,10300,11
42,222633,10556,10
42,164917,10665,27
42,442380,11614,7
42,247919,10285,29
42,247937,10052,9
42,247864,10246,20
42,533095,10138,17
42,212685,10319,18
42,101671,10348,13
42,442328,10282,14
42,153004,10975,10
42,212770,10379,25
42,442317,10799,16
42,430017,10394,21
42,174357,10120,27
42,125151,10832,13
42,251404,10113,19
42,212888,10763,13
42,91385,10459,19
42,199780,11206,5
42,196969,10008,13
42,121463,10115,28
42,209214,10249,23
42,518814,10774,10
42,158464,10374,20
42,312233,10470,10
42,247974,10308,17
42,251385,10834,16
42,211987,10992,8
42,251387,10163,17
42,226090,10875,9
42,441926,10130,10
42,442385,10138,24
42,396823,10584,7
42,362137,10183,16
42,442384,10025,15
42,442381,10703,11
42,226728,11058,14
42,419609,10036,13
42,122852,10757,11
42,396844,10612,11
42,211907,10091,14
42,247756,10188,17
42,90652,10296,13
42,442290,10387,13
42,86782,11470,5
42,362105,10436,16
42,283120,10745,7
42,247966,10370,18
42,362129,10590,18
42,207184,10179,9
42,424062,10278,6
42,207742,10681,11
42,442360,10120,15
42,344837,10294,28
42,333006,10065,23
42,212252,10069,28
42,251393,10196,21
42,442356,11347,7
42,269721,10584,21
42,190615,10809,24
42,442347,10728,12
42,442346,10197,11
42,442344,10179,26
42,189835,10646,11
42,442301,10284,27
42,195396,10080,14
42,207688,10309,19
42,199768,10013,41
42,210757,10500,24
42,214685,10052,14
42,442338,10120,10
42,203466,10376,15
42,362097,10024,16
42,396843,11238,6
42,247797,10330,19
42,202248,10532,28
42,180845,10388,18
42,442331,10716,12
42,91303,10119,19
42,247910,10449,34
42,442326,10322,13
42,430517,10484,19
42,123630,10236,17
42,209891,10668,14
42,247743,10800,10
42,442312,10201,24
42,247807,10106,29
42,214191,10396,18
42,329810,10741,18
42,281790,10369,20
42,360902,10490,10
42,214835,10480,10
42,215651,10056,27
42,247882,10007,16
42,105942,10244,17
42,362115,10779,14
42,207705,10300,24
42,895,10098,12
42,362146,11383,3
42,333315,10869,5
42,247747,10112,27
42,13995,10575,9
42,122299,10404,28
42,221882,10201,25
42,98513,10165,22
42,56621,10111,23
42,224164,10856,19
42,842,10115,30
42,247977,10069,25
42,247742,10115,28
42,216342,10885,16
42,247958,10000,20
42,111838,10018,24
42,247952,10026,25
42,247860,10259,25
42,90582,10743,17
42,247758,10426,19
42,193272,10450,23
42,247921,10210,7
42,247920,10218,27
42,192396,10109,17
42,136370,10339,11
42,247874,10052,24
42,215778,10184,18
42,212232,10027,24
42,211521,10029,15
42,199771,10425,26
42,247745,10041,20
42,247913,10331,21
42,137603,10966,30
42,162485,10417,23
42,356608,10008,20
42,356555,10185,13
42,203459,10417,15
42,247885,10209,6
42,247884,10215,12
42,9334,10178,28
42,3762,10036,50
42,1110,10239,14
42,53627,10020,25
42,1197,10068,36
42,51157,10058,34
42,12097,10158,41
42,34360,10094,26
42,1345,10038,49
42,6210,10018,51
42,810,10000,50
42,739,10000,50
42,9856,10000,50
42,740,10000,50
42,893,10000,50
1009,195928,10198,53
1009,720441,10025,22
1009,197040,10150,33
1009,352287,10254,29
1009,154295,10116,37
1009,164852,10581,33
1009,164460,10030,27
1009,199558,10280,29
1009,153171,10948,14
1009,155300,11610,11
1009,434483,10400,8
1009,556531,12450,9
1009,504276,10000,17
328,1092942,10120,18
328,522535,10850,14
328,633503,10240,13
328,1034429,11161,4
328,155999,10145,35
1251,10034,10163,30
1251,95778,10290,21
1251,427052,10130,25
1251,439960,10547,32
1251,433762,10110,21
1251,581545,10590,25
1251,152915,10249,29
1251,534698,10110,22
1251,342632,10191,28
1251,422325,10030,26
1251,342892,10403,21
1251,353190,10450,25
1251,355209,10100,13
1251,425824,10000,2
1251,361693,11000,4
1251,358828,11500,5
1251,336270,10056,7
1578,566241,10395,28
1578,566244,10265,31
1578,566248,10250,48
1578,585737,10080,50
1578,821648,10080,34
1578,1487781,15000,1
1578,1021076,10195,31
1578,599773,10415,37
1516,9078,10
1516,1408808,10
1561,1163721,10260,37
1561,1455619,10160,32
1561,811040,10180,31
1574,1415639,10179,28
1574,1382784,10215,13
1103,1583075,10417,34
1103,739232,10212,22
1308,737591,11260,15
678,89224,15
678,433873,15
678,558672,15
678,101721,15
678,95155,15
678,126273,15
678,89379,15
678,89308,15
678,89205,15
678,89345,15
678,117663,15
678,89240,15
678,89239,15
678,430157,15
678,1000070,15
678,89323,15
678,502350,15
678,89350,15
678,89181,15
678,91926,15
678,84111,15
678,89388,15
678,89342,15
678,92222,15
678,96223,15
1387,708775,10000,13
1387,636178,10370,16
1387,674486,10350,18
1387,1043361,10020,26
1387,641640,10240,38
1387,841384,10140,43
787,433746,12395,9
787,100490,10675,11
787,741537,10707,6
787,123958,10287,7
787,431183,11119,5
787,98598,10342,5
787,127985,10738,5
787,187181,10318,7
787,102892,10723,7
787,115331,10370,10
787,187369,10506,11
787,1129085,10812,4
787,706287,10377,5
787,426524,11550,8
787,100240,11393,8
787,432236,11456,6
787,149695,10716,5
787,295053,10041,6
787,100752,11370,8
787,425220,11448,6
787,802937,10010,4
787,134126,10893,6
787,818507,10594,10
787,107469,10631,7
787,514975,10473,7
787,125520,11474,9
787,418294,12839,10
787,99852,13401,1
787,100784,10827,8
787,428054,10347,8
787,550816,10653,8
787,122135,10638,9
787,354809,10598,7
787,515023,12420,4
787,425152,10366,7
787,152186,12190,4
787,1133517,11751,4
787,427043,10108,7
787,444047,11896,6
787,177139,11147,5
787,1145041,10136,5
787,121086,10012,7
787,136812,10977,6
787,152360,11185,6
787,56304,10970,3
787,431451,10487,7
787,636710,11210,10
787,517167,10725,5
787,55334,10744,5
787,105716,10460,7
787,160286,10260,7
787,995038,13324,4
787,427593,10795,9
787,1129086,12604,4
787,704649,10365,3
787,514992,11057,4
787,514990,12409,3
787,107083,10485,8
787,99968,10950,9
787,396758,10084,10
787,134307,10746,7
787,706281,10257,4
787,339329,14802,4
787,123979,10755,11
787,114635,10120,7
787,81991,10210,4
787,151003,10756,5
787,154150,11844,11
787,255192,10994,9
787,98751,10573,6
787,118857,10620,8
787,187779,11931,5
787,528290,10360,8
787,1133580,11340,4
787,149215,11893,5
787,134426,10438,4
787,100551,10964,5
787,125066,10168,14
787,102863,10834,7
787,176443,10896,6
787,137455,11173,7
787,127984,11705,5
787,135228,11166,5
787,520934,10361,7
787,113040,11476,5
787,160111,11471,5
787,98732,10613,11
787,152789,11640,6
787,99853,11997,7
787,264398,11237,4
787,102628,10201,2
787,706290,12702,4
787,438417,10415,4
787,425304,10287,18
787,137707,10395,4
787,540071,11160,3
787,150123,10160,4
179,62859,10318,10
179,1170,10243,29
179,174687,10697,7
179,346540,10342,20
179,427822,10495,15
179,174547,10296,16
179,25178,12207,15
179,56603,10083,20
179,39380,10207,22
179,189065,10551,15
179,43029,11263,17
179,683353,10046,12
179,174732,10289,20
179,175255,10654,13
179,174543,10186,13
179,174807,10254,8
179,533037,10467,11
179,174508,10083,35
179,771645,10195,3
179,80671,10196,15
179,1477,10668,10
179,25150,10003,50
1588,1426566,6190,22
1588,515688,6731,17
1588,564847,6196,18
1588,521414,6001,37
1588,175449,6550,9
1588,90858,6056,12
1588,639776,6240,16
1588,1328560,6094,7
1588,342638,6040,12
1588,574945,6428,7
1588,82206,6258,19
1588,121934,6323,18
1588,361110,6084,10
1588,137469,7067,10
1588,202134,6635,3
1588,1324507,6298,12
1588,90057,6360,12
1588,802882,6001,22
1588,577059,6310,6
1588,683942,6283,22
1588,352190,6536,20
1588,690724,7056,6
1588,102199,6119,17
1588,541044,6128,14
1588,126865,6428,10
1588,1038669,6517,18
1588,95528,6410,4
1588,995254,6078,10
1588,442222,6304,13
1588,701790,6018,15
1588,630734,6219,11
1588,694352,6288,16
1588,159240,6026,20
1588,255204,6578,4
1588,791027,7018,4
1588,82508,6428,12
1588,134877,6231,9
1588,155206,6215,3
1588,661950,6467,7
1588,762747,6167,7
1588,118462,6787,6
1588,206531,6960,6
1588,20905,6315,18
1588,106043,6957,11
1588,515917,9141,5
1588,720243,6305,19
1588,82404,6032,18
1588,92440,6292,13
1588,15644,7069,9
1588,1002567,6551,8
1588,598140,6391,21
1588,396893,7003,4
1588,90190,6588,4
1588,99758,6930,5
1588,190382,6083,8
1588,123296,6383,10
1588,105239,6131,3
1588,103042,7062,9
1588,218110,6046,10
1588,1059196,6313,8
1588,343784,7486,4
1588,98053,8032,5
1588,430525,6135,10
1588,659146,6234,9
1588,148932,6646,18
1588,133935,6609,2
1588,101147,6241,9
1588,623986,8299,4
1588,160497,6095,8
1588,564781,6611,8
1588,194484,6035,15
1588,127975,6914,7
1588,630614,6042,9
1588,92155,6175,18
1588,600624,6328,14
1588,672632,6422,19
1588,199559,6892,6
1588,90115,6549,11
1588,1016155,6959,5
1588,588364,6575,13
1588,91792,6890,23
1588,23088,6104,11
1588,221825,6950,7
1588,597062,6594,4
1588,629079,7334,4
1588,803011,6205,6
1588,998556,6316,8
1588,793310,15236,1
1588,96791,6410,8
1113,928237,10653,49
1514,1369670,10
1514,1170,10
1514,1114330,10
1514,1368584,10
1514,1409912,10
1514,1367990,10
1514,1379877,10
1514,178714,10
1438,1435258,10063,35
1438,695838,10250,27
1567,652090,10258,19
1306,1169343,10017,41
1533,525340,10369,6
1533,524278,10335,10
1533,525878,10202,17
1533,303103,11864,47
1533,525529,10288,29
1533,526400,11571,11
1533,524924,10179,14
1533,225804,10711,12
1533,526594,10014,6
1533,525380,10136,25
1533,401995,12899,10
1533,525702,10381,13
1533,834700,16630,10
1533,409829,10943,12
1533,111298,10218,18
1533,526486,13768,7
1533,525472,10143,75
1533,526499,10075,6
1533,376998,10278,20
1533,216391,10101,42
1533,524922,10002,22
1533,525524,19466,9
1533,293423,30922,2
1533,525274,10043,38
1533,274647,10333,7
1533,525722,19645,8
1533,524905,11396,8
1533,409613,10541,18
1533,827916,10584,5
1533,314538,10287,13
1533,18787,10173,29
1533,526574,11105,9
1533,525919,10421,20
1533,525646,10252,10
1533,380764,11092,9
1533,525859,10587,17
1533,525944,10416,6
1533,156327,10293,7
1533,310543,27974,11
1533,526562,11346,6
1533,105024,10980,13
1533,834703,10608,3
1533,525860,10082,5
1533,525421,11058,5
1533,243955,11825,8
1533,525953,10606,20
1533,525725,11426,7
1533,525652,14890,16
1533,296086,11772,6
1533,525763,10980,10
1533,228352,13754,9
1533,313274,10219,1
1533,299230,10423,1
1533,401422,12435,19
1533,222471,13044,11
1533,524918,10585,3
1533,525715,11188,14
1533,526492,10921,8
1533,135778,11294,7
1533,525767,10451,20
1533,525736,10014,15
1533,526434,10214,6
1533,400669,10040,29
1533,174757,10204,21
1533,524423,10342,18
1533,525812,10591,10
1533,525700,10001,7
1533,523992,11056,4
1533,526525,11619,6
1533,525897,12630,6
1533,1003381,10695,3
1533,525827,46610,7
1533,1346902,12605,3
1533,155691,11245,9
1533,526022,11068,4
1533,525578,10690,13
1533,526515,10095,16
1533,518843,10462,11
1533,314630,10646,4
1533,526107,10652,13
1533,523823,25657,2
1533,291504,11951,8
1533,327521,10928,11
1533,445041,17436,2
1533,525792,23156,4
1533,525580,10030,38
1533,526017,10430,27
1533,525809,10100,7
1533,112692,10020,9
1533,524915,10121,16
1533,401521,14147,23
1533,525892,10774,14
1533,524562,13123,12
1533,525616,10255,25
1533,526479,10159,23
1533,525849,10132,5
1533,526053,10085,19
1533,315068,10289,6
1533,403298,14819,3
1533,34609,13121,8
1533,525889,10150,5
1533,180196,12975,5
1533,525681,11382,4
1533,525369,11241,15
1533,526523,10412,12
1533,526161,12297,7
1533,526342,11447,7
1533,524186,11169,3
1533,382639,10688,7
1533,523903,10958,3
1533,526578,14029,3
1533,525371,10252,11
1533,378587,12630,12
1533,525904,10207,14
1533,124649,10309,26
1533,524917,10933,10
1533,525352,27407,4
1533,161808,14548,10
1533,525286,10839,17
1533,523914,10460,20
1533,525772,14727,4
1533,112269,12761,7
1533,526247,10361,4
1533,525543,10499,19
1533,526346,11669,8
1533,524550,11058,7
1533,525717,12083,18
1533,525779,17597,7
1533,526355,10235,13
1533,523940,10510,3
1533,525695,21570,3
1533,525637,10355,13
1533,526618,21039,2
1533,525963,13175,5
1533,526519,13665,3
1533,526488,10072,14
1533,525678,11050,13
1533,300414,10025,9
1533,380426,10394,11
1533,834704,12331,16
1533,298021,10944,5
1533,403258,15895,4
1533,85274,10911,5
1533,263015,11675,13
1533,525289,13516,6
1533,56162,10403,20
1533,525611,11205,17
1533,384385,10114,17
1533,193040,10322,12
1533,314449,10187,17
1533,523810,10973,5
1533,525891,10407,7
1533,525511,13385,9
1533,296894,16826,4
1533,525850,12636,11
1533,524522,25463,13
1533,525934,10741,11
1533,525689,11302,12
1533,834706,10279,9
1533,525557,14000,1
1533,526141,18696,8
1533,524923,13620,4
1533,526446,12993,5
1533,525379,13416,12
1533,526274,10292,15
1533,525708,27600,13
1533,526109,10443,14
1533,523854,11459,11
1533,311480,10057,12
1533,5376,13985,5
1533,315278,10013,9
1533,526518,11212,3
1533,525754,15850,4
1533,85941,11825,3
1533,525251,11752,34
1533,526018,11413,22
1533,524466,13604,4
1533,1346892,10313,6
1533,525530,12608,10
1533,525595,11761,10
1533,525880,10448,3
1533,525629,10981,13
1533,351923,10416,13
1533,526362,10457,8
1533,834707,16740,2
1533,339678,13541,7
1533,693170,10197,5
1533,526496,11134,7
1533,525542,10076,10
1533,525649,16569,12
1533,525519,10112,27
1533,526590,10078,17
1533,523934,11438,12
1533,524912,10126,19
1533,82376,14496,7
1533,525869,12898,3
1533,523890,26842,4
1533,314844,10001,22
1533,526528,10522,3
1533,525720,11207,4
1533,526369,13329,6
1533,525977,11085,6
1533,400208,24835,11
1533,525531,12313,9
1533,314947,10286,5
1533,303600,13082,5
1533,770855,10986,6
1533,1346891,11949,14
1533,1346887,10064,10
1533,525474,11918,1
1533,111419,11524,5
1533,525771,10936,9
1533,525938,10060,9
1533,380882,11606,41
1533,294020,14569,6
1533,526363,10847,6
1533,526456,11888,8
1533,526602,10309,7
1533,315049,10293,25
1533,525957,16915,3
1533,524931,10330,18
1533,525888,17365,4
1533,525487,17730,4
1533,526272,11619,6
1533,526470,20687,4
1533,57941,19239,10
1533,40675,10575,18
1533,526533,11773,10
1533,228949,10085,3
1533,524171,14056,8
1533,181040,10019,8
1533,525947,12428,9
1533,526105,56117,1
1533,591380,14334,1
1533,525774,16590,7
1533,525893,10050,21
1533,526507,10287,11
1533,246547,49825,5
1533,293915,13228,7
1533,48503,47649,2
1533,525633,22590,9
1533,525816,11102,5
1533,526546,10670,13
1533,403183,10700,2
1533,317974,12354,8
1533,298637,11794,6
1533,525742,13510,5
1533,401934,10035,24
1533,525806,15954,6
1533,524625,12182,14
1533,524483,10043,19
1533,526558,10792,7
1533,524071,14141,11
1533,526358,10141,14
1533,206391,10619,8
1533,525868,10654,10
1533,525896,10390,8
1533,164718,10735,11
1533,210612,14880,13
1533,88137,22796,3
1533,402073,14219,5
1533,525573,16690,13
1533,526366,32008,11
1533,287671,10874,11
1533,526637,13538,14
1533,307849,10212,6
