user_id,reward_redeemed,rewards_redeemed_value
860040,1,300
1122492,1,2050
828647,1,2050
1020865,5,1500
1464690,2,1000
501024,1,2050
399223,2,899
1189617,1,8000
1398938,1,0
1492362,1,0
1552494,6,594
503231,5,4750
1007256,2,600
115443,2,3200
629279,3,1500
640610,1,3000
1025130,4,1200
780274,4,250
409090,1,3000
1186395,1,500
1432608,2,198
579270,1,3000
799629,1,0
734382,1,1500
1183125,2,4000
100752,1,4000
137729,1,600
1474292,3,1800
83438,2,1300
1324277,1,2050
910099,1,500
1427882,1,0
198218,2,4100
684581,1,500
597300,1,800
705211,1,500
425220,2,6000
1067310,1,0
1114122,3,800
979015,1,1000
724452,1,800
802937,2,8000
633995,1,500
441982,5,9000
582472,2,800
1534959,1,300
1330965,1,800
1506397,2,1000
752475,3,6000
1025099,1,300
850590,1,500
834569,1,600
815928,2,750
581413,4,2300
46600,3,10000
1159617,2,0
240295,3,30000
692534,1,0
742323,3,500
908950,1,500
833888,1,1000
1499878,2,1500
1531305,1,300
828796,1,0
1427652,1,800
1338754,1,800
120483,3,15700
444240,1,0
1015187,1,0
1094926,2,600
1154342,1,500
1588380,1,1500
708904,2,1000
917497,1,0
1560906,1,300
90858,8,24000
31386,1,2000
1548763,1,2050
1366443,6,3600
828454,1,500
1544845,1,2000
1046175,1,500
1583938,1,0
1584250,1,1000
1501469,1,100
1083431,5,9500
928916,1,1500
371967,6,0
402533,6,0
1492091,1,0
378033,4,0
1461942,2,1600
1001894,1,1500
848701,1,1000
1425638,1,0
999951,3,3700
576451,1,500
1423915,1,1300
1101910,2,2000
1354474,1,0
792082,1,800
715632,1,1000
908680,1,1000
1141472,1,300
785732,1,2050
682435,1,1000
532230,4,40000
17126,1,7000
414451,1,2050
1017719,1,2050
363641,1,800
119771,2,8000
1592422,1,300
1224830,1,0
1135218,1,50
725617,1,1200
801009,1,2050
642101,1,2050
1583552,1,0
1430965,1,800
635187,1,1000
515733,1,2050
1351721,3,200
1088635,1,2050
1580805,1,0
1126962,2,4100
928778,6,5180
583343,1,2000
175477,8,26000
1074563,1,1000
126996,1,4500
1521379,1,800
779626,1,1250
1417322,1,4000
864594,1,1000
1172443,3,1600
1028781,1,2050
630519,1,800
618064,1,2050
1037946,1,2050
819582,1,0
332971,5,18000
1192330,2,2300
1400352,1,0
918917,1,1500
1029066,2,198
916440,2,1600
1580859,3,150
1557558,1,300
773141,2,10000
546119,1,300
1189942,1,600
1182912,1,800
695443,1,1000
1544598,1,500
351456,2,10000
798939,1,2050
1509738,2,100
918547,1,1000
1226561,1,2050
956853,3,2400
1009821,1,2500
137158,1,300
31001,1,800
225002,2,4500
255204,3,7500
866812,1,800
1087434,1,1300
1379776,3,3150
634420,1,0
1525607,1,1300
564981,1,0
1543735,3,1000
441548,2,2500
1572808,1,300
842409,1,2050
739342,1,2050
1055256,3,900
103643,1,4500
1523326,1,300
958818,1,2050
647108,3,8000
950934,1,500
578656,1,800
658729,1,800
1404400,1,100
1422471,1,500
1511754,1,800
1135644,1,100
1097949,1,1000
1412309,1,2050
1479217,2,2350
1508946,1,300
1570843,1,0
330774,9,2700
958458,4,3600
1592182,1,800
1484189,1,300
631800,2,800
865206,1,250
1480373,1,0
1188379,1,1000
1236333,1,0
819691,1,0
159539,1,1000
823709,2,4100
813641,1,1000
1164742,1,0
1581020,1,0
748464,1,2050
1064470,1,2050
755739,1,1000
248149,1,0
845762,1,0
114154,1,2000
1008575,2,1000
1399000,1,300
105338,1,1999
1108872,2,0
1122070,1,0
1405737,1,500
818507,3,12000
1588362,1,0
616161,3,1300
1544144,1,8000
694472,1,100
1393765,1,0
1506654,1,1500
1492795,1,800
786626,1,0
848735,1,2050
717875,1,1700
1480882,1,0
1582299,1,0
1078542,1,2050
1391315,2,0
1109057,1,250
783076,1,0
1480465,1,0
1559727,1,100
1534909,1,250
704264,1,800
31184,1,3500
1323200,1,500
742005,2,4100
657137,1,800
748786,1,1500
563989,1,0
1183280,1,300
748319,1,2050
1194523,3,711
1573673,1,0
331059,1,2500
1416771,2,2350
1376031,9,250
552165,2,1000
622392,6,6000
1503122,2,1000
91698,4,8000
363351,1,50
1137597,1,300
1398844,1,0
1108595,4,350
410235,2,4100
544887,4,2300
1574639,1,0
1560543,1,300
1498781,1,50
1524734,1,500
655486,1,0
1495624,1,373
1011515,2,300
1528952,1,800
525346,2,15000
1496744,1,0
1582322,1,1000
1533166,1,200
519586,3,1900
1124791,1,800
1345120,1,1000
1586879,1,0
1586798,1,150
603534,2,1000
1396439,1,0
984772,1,1300
563178,2,1000
745143,3,2400
1503844,1,500
743855,1,0
1391229,2,0
210638,1,500
519252,1,2000
1174414,1,2050
1384113,1,2050
362318,3,3700
976787,1,2050
243311,1,382
1391069,1,0
1403389,1,2000
1399254,1,800
151932,1,2000
551240,1,800
1531970,1,500
1362629,1,2050
1501493,4,1200
742654,1,300
853476,4,2198
1315963,1,800
643829,1,800
1496245,1,0
1000753,1,800
812330,3,1500
907381,3,1800
159240,2,5000
1142136,1,100
1524715,1,500
1502147,4,2300
500963,2,3000
1094397,1,1250
557553,3,1600
1523198,2,1600
1528422,1,500
736656,1,800
780872,1,0
247911,4,2000
938586,1,2500
1480484,2,0
1383529,1,300
704115,5,4000
1400294,1,800
556208,2,1800
649075,1,0
1122734,1,100
1569062,1,0
1486019,1,0
1582601,1,0
1054331,4,700
863086,1,800
795019,1,1000
49057,1,1500
1088839,2,2350
99993,2,4500
732373,1,0
838514,11,1990
1123457,6,300
811428,2,0
554991,2,3000
1544159,1,2050
705550,1,800
937362,1,2000
685747,2,1600
1427735,1,1300
1193352,1,1000
224042,1,2000
1352428,1,800
635705,1,800
367407,1,6000
684538,1,800
1392540,2,1600
958662,1,1000
693472,1,2000
697454,2,1600
55203,1,1500
196654,2,11500
1540460,1,800
120472,1,4500
1588587,1,500
906034,3,2800
546794,1,500
1364991,1,0
527772,1,2050
534649,2,8000
175016,1,10000
1495684,1,0
1343766,1,300
1390359,1,0
1140720,2,600
46054,1,0
1482361,1,500
1569120,1,500
998598,3,0
1584265,1,0
107469,1,4000
561485,1,500
1492291,1,99
580578,3,0
627370,1,1000
972538,1,1000
1227459,1,2050
540812,3,2100
104394,7,9700
792587,2,4100
918404,1,1500
56803,1,10000
1578400,1,0
352433,2,12998
1496109,1,300
821,3,6000
902511,1,500
737944,1,0
1527639,1,500
600082,2,500
134877,3,7500
549274,2,0
150265,5,4000
1519647,1,50
192644,1,0
656184,3,3000
1168517,1,0
1053756,1,800
200339,1,0
53489,1,5000
1409988,18,36900
175961,1,18000
1488181,1,1000
724061,7,3850
1541265,2,2000
1394760,1,0
961881,2,1600
1128150,2,1500
959377,1,800
943003,1,1500
804282,4,2050
674912,1,1000
1550237,2,1000
1546021,2,1000
972312,2,4100
1386981,2,2000
939722,3,1900
1582882,1,0
1351076,1,300
47235,1,0
812637,3,1300
33131,1,0
970699,1,2050
1446131,1,0
1524444,1,99
1509753,1,800
1017,6,11900
397136,3,5400
1064807,2,2850
1549035,1,800
120189,1,800
1571468,2,1000
1010217,2,4100
1494595,1,0
1497045,2,1600
1175322,1,300
650108,1,2500
1175586,3,2800
359300,2,5500
152403,1,2000
1383351,2,2350
1364262,1,2050
1322363,1,0
1363088,3,900
1471389,3,1500
814395,1,0
1461048,2,100
1013146,1,2050
717846,12,12500
956770,1,800
448317,1,800
825254,2,4100
1045851,14,28700
1232593,1,2000
1530575,1,500
504541,1,0
1010267,1,1500
1568425,1,0
796724,1,1000
1231596,1,0
1104014,1,0
558132,12,11400
1393168,1,0
503369,2,2000
202448,2,1000
9579,1,0
424430,3,2000
1539854,1,0
1571186,1,0
106595,1,2000
674855,1,0
219199,1,3700
1044402,1,800
806116,2,4100
539978,1,800
812645,1,1000
908188,2,3400
1193176,4,2500
1415159,2,1300
1119812,6,3600
590830,2,5500
689250,2,3000
1499463,1,300
954039,1,2050
1496512,1,0
1382490,4,8200
978128,1,2900
1321280,1,0
958881,1,0
1395125,1,0
66859,1,800
1225374,2,0
787396,3,1500
1571292,2,0
1112411,2,2600
96205,1,0
1582599,1,0
1162978,1,50
803159,1,100
56852,2,0
1485406,1,0
93401,1,1000
1114515,4,4700
790183,1,0
1179850,2,150
159905,2,1700
587644,1,0
52800,3,800
1521297,1,1000
520944,2,8000
1582318,1,0
433852,1,4500
819510,2,1000
854460,1,0
987125,2,4100
1092909,1,0
1032132,1,2050
746189,2,0
1410728,1,100
38608,1,800
1539091,1,500
428194,1,2000
825548,2,1600
107278,1,800
108275,5,10250
738961,1,300
517641,2,800
555161,1,0
516069,3,3000
1183037,1,0
1178503,2,1000
1582038,1,0
1537325,1,300
545405,1,0
31047,2,899
1496603,1,50
1086711,2,150
1494548,1,300
1157336,1,150
1065060,1,1250
1582473,1,200
1065567,1,4000
683305,4,2600
246788,4,650
699335,5,35000
942672,1,0
605259,1,0
525720,3,20000
238407,3,650
1160095,1,500
1494684,3,1500
1162974,2,7500
961968,1,3500
1164912,1,300
1587672,1,800
438654,3,2000
90441,4,30000
853222,3,2250
952555,1,250
1231804,3,4400
636898,1,0
994026,1,2050
525806,1,10000
983565,2,1000
447161,1,1500
734273,2,3600
1565602,2,500
1497075,2,600
1225012,2,5500
1497762,1,0
454606,4,5400
1355389,2,800
782492,1,0
948145,2,1000
1318469,1,250
1431330,7,4399
600531,2,800
580470,2,0
850545,1,2000
429549,1,600
1416236,2,4200
695397,2,3000
1576500,1,250
852071,2,4100
352838,1,8000
63591,2,1500
570448,1,800
588738,2,500
1381499,1,0
1322312,1,300
1175260,1,500
34295,1,0
999266,1,300
1518788,1,500
1073619,1,800
1566790,1,0
58173,2,250
1482589,1,0
691379,2,1300
1545473,1,50
1587217,1,800
1372440,2,600
702983,1,10000
814863,1,2050
1388443,1,0
943670,4,2900
522295,2,1500
1169,1,100
1048641,1,0
639869,1,0
1501140,1,300
1335865,1,500
523747,1,25000
946217,1,4000
1390472,1,0
432525,1,300
260197,1,0
1553918,1,1000
1579925,1,0
1160291,3,4000
1571498,1,99
1090363,1,4000
431118,2,2000
1584108,1,0
1501878,1,100
1467661,2,0
1044945,2,500
10575,1,0
1495754,1,0
521122,1,637
1570626,1,0
822474,2,1600
555883,1,0
1433592,1,800
453106,1,3500
642478,1,0
916703,1,1000
1416060,1,0
1416164,1,1800
552893,2,1600
354882,1,0
658131,2,1000
1495744,1,0
42589,1,0
1581183,1,0
970792,2,0
704346,2,800
586623,1,500
736973,1,1000
137756,1,0
518527,1,3000
493823,2,400
1547824,1,2000
1584762,1,250
992862,1,0
189928,1,1500
97591,3,2850
149512,2,0
103420,4,11400
830285,4,4000
964806,3,4000
101211,2,10000
814405,1,1500
335265,1,1500
1164032,1,200
1575988,2,4100
162326,1,800
196542,1,0
64047,1,1200
379520,1,0
64020,1,2500
718737,3,4900
533609,1,2500
1423242,1,50
1555735,1,521
1457490,1,1000
92694,1,176
33873,2,1600
811073,1,0
994497,1,2050
1513946,2,600
1060031,1,0
1046752,1,800
397163,1,2400
915390,2,800
672485,1,1750
1364442,2,1099
1190010,1,0
1067278,1,2050
1076977,1,1000
1188203,4,1798
1586141,2,599
1010087,1,2050
659236,3,1500
798494,2,3400
651884,3,15000
442100,1,2500
1431767,1,400
126516,3,6000
1000076,2,4000
868065,1,0
163636,1,2000
1232683,2,100
1226093,1,300
1188182,1,2050
1494870,1,0
1556875,2,500
825528,1,1300
220410,2,2000
1577903,1,0
836125,1,0
537761,1,800
849081,2,4100
666833,1,0
1459235,1,2050
1340410,1,800
736459,1,0
961733,1,1250
532688,2,1600
331882,1,0
1317308,1,50
1410112,1,1000
906382,3,3650
654758,1,500
722148,1,800
1556673,1,300
647646,1,2050
1318194,1,1000
564268,1,500
806205,2,2100
36938,1,0
670970,1,2000
798832,1,800
155398,1,2000
799850,1,0
1499063,1,500
721225,2,2000
1585541,1,500
52903,2,4500
1403571,2,500
699316,1,1000
747586,1,800
541836,3,2100
964545,1,1000
962585,5,5000
57259,1,0
342877,5,495
623558,1,1000
125520,1,4000
1577363,1,0
814240,1,2050
527584,1,2000
1504404,1,2050
722003,1,800
330818,2,400
148803,2,1000
1575471,1,300
1567458,1,0
613756,2,0
720309,1,800
1432319,1,50
1414618,2,500
1579532,1,0
976942,1,0
1547193,1,800
855885,1,800
648224,1,5000
150283,1,1000
101149,1,600
1366347,1,1200
259314,2,6000
246543,1,0
552157,1,500
444199,3,1300
332541,2,10000
1440585,1,0
1564919,1,0
26339,1,800
600917,1,800
1496517,1,0
819003,4,2800
1580067,1,0
996893,1,300
1043586,2,4100
95386,5,7500
122527,1,1700
1562182,1,0
246516,1,0
814164,2,600
1480839,1,0
164561,2,500
1564908,1,0
539543,1,500
1080807,1,800
724894,2,1300
723293,2,800
649685,3,1698
591918,1,0
778837,1,800
1516272,1,1500
1500359,1,800
636030,3,1600
90362,2,10500
623917,3,3000
370496,1,1700
831716,3,2500
625040,1,500
819271,1,2050
620168,1,1000
458267,1,2250
1582591,1,500
661526,5,495
648573,1,0
557287,1,800
1146,5,30000
1553607,1,800
1124038,2,1000
1478244,1,1300
354116,1,500
817207,1,800
860983,5,1500
551594,3,900
557340,1,300
1468945,1,0
155319,1,6000
1354951,1,0
1011354,1,300
1190186,2,4100
1077653,1,2050
814952,5,3000
1015795,1,2050
1559367,1,0
596843,3,3000
153160,1,8000
1025205,1,300
43796,1,4000
1389060,1,0
1181248,7,4850
1485679,1,0
914006,1,1300
1581640,1,500
21258,2,6000
1384654,1,800
1104070,1,1300
656528,3,800
986643,1,0
1231939,2,200
605403,2,0
1561562,1,0
1434390,2,600
246547,3,30000
903781,1,800
1225185,1,800
645484,1,800
1483316,1,2050
5758,1,0
862975,1,4000
1092177,3,900
551510,3,1000
1457798,2,0
1563902,1,0
100177,1,2500
122143,1,0
1569078,1,0
217332,1,8000
1514751,1,1300
1477307,1,0
1447701,4,7450
849999,1,500
1404722,2,1500
722731,2,1300
1569249,1,0
581184,1,5000
1355746,1,2000
1578980,2,198
1033573,2,500
1361699,1,50
968940,2,1600
747499,1,500
1383668,1,0
575356,2,1300
533571,1,0
1451925,1,0
653207,1,0
615387,1,800
216050,1,0
701523,1,0
1583864,1,300
555668,1,0
82684,1,6000
35521,1,6500
655488,2,0
354924,2,500
106509,1,4999
712040,3,2100
1515219,1,150
1392882,1,100
503524,2,1500
924157,1,0
44053,2,6000
1534868,1,250
632829,2,1000
1176368,1,1200
557778,3,1000
1167255,1,250
576496,2,1600
187422,1,0
1583754,1,250
237660,1,750
566019,2,0
35372,4,9600
1500272,1,1000
1569000,1,0
640215,1,2050
103415,2,16000
987273,3,3650
645384,1,0
1005558,1,2050
521503,1,2000
1451210,1,2050
188685,1,0
443820,1,2050
175578,1,2500
175449,8,19500
424590,1,4000
597448,1,800
1090815,1,1000
1020252,1,800
723786,4,2198
1171614,3,2400
1366946,4,8200
1026284,1,800
330800,2,2100
1555681,8,11000
89345,5,220
306290,1,1500
1018210,1,2050
819392,1,1300
661589,2,2000
658555,1,2050
448531,1,1700
976736,2,4100
983199,2,3350
1158245,1,2050
398984,1,0
989323,1,1250
355425,6,5000
1323922,1,400
99852,1,15000
101188,4,9350
960949,2,4100
454631,1,1700
959273,1,2050
564769,1,1500
1058886,1,2050
841715,1,1250
671071,3,2000
1232809,1,2050
804304,1,2050
1346993,1,50
975077,1,2050
1219136,2,4100
1078441,1,2050
127260,2,2000
1075735,1,2050
399457,1,1200
1381969,1,1500
1317918,1,1000
928968,1,1300
994733,1,800
426524,3,12000
643070,1,800
819827,1,2050
965022,1,1000
1441955,2,3500
536051,1,800
833045,1,0
1549654,1,500
1109032,1,2050
629125,1,0
1190539,1,2050
445010,2,2000
919160,4,2198
1549956,1,1200
750489,1,0
503358,2,2000
1092022,1,50
437725,1,1500
1236038,1,1300
1370823,4,2000
1513048,1,100
1541221,2,1000
177686,1,0
563088,1,0
813245,2,2000
1387683,2,100
1385660,1,300
1422821,1,0
1116095,4,200
1501317,3,297
1123914,1,1000
710221,1,1000
545598,1,800
1087343,1,800
20905,3,7500
1568123,1,0
963228,1,2050
1580578,1,0
683863,1,0
1321140,2,4700
748273,2,1000
583371,1,1000
1157923,1,1300
800331,2,1000
1089747,2,200
815054,2,1300
559489,1,800
1194382,1,0
1509348,1,700
1027610,2,1600
1160497,1,2050
587385,1,0
1379882,4,1200
186130,4,2000
1341714,1,50
566725,1,0
1316369,1,500
1517034,1,2050
1181644,3,2600
1064651,2,2100
821140,1,2050
1086998,1,2050
637183,1,500
523093,1,1200
1193820,1,500
116797,1,800
1406766,1,50
1157933,2,3350
946389,1,500
826279,1,2000
1568305,3,5000
555173,2,1500
667302,1,2000
1393736,1,0
626090,1,0
1160211,1,50
420515,1,800
633503,6,9000
799906,2,1300
1488648,1,0
1355323,1,1100
1451598,1,100
1104852,1,100
1070428,2,126
553310,1,0
52206,3,6600
1132171,1,50
694599,1,0
1570641,1,0
1428416,1,1500
1002842,1,300
526137,1,10000
1579785,1,0
572403,2,600
1045978,2,2000
637260,1,0
1388864,3,500
853346,1,500
1123730,1,1000
1577408,1,0
1577430,1,0
691332,2,500
432470,1,2500
432588,3,3000
1390159,1,250
665846,2,4000
824085,1,2050
249367,4,450
614144,1,0
1118822,3,2400
522311,1,1999
1465242,1,300
1464975,1,0
107465,1,450
1564669,1,0
661821,1,300
541618,1,500
859518,1,0
851144,1,1000
1414002,1,2000
1068362,1,2050
238178,1,0
1399019,1,800
1405574,1,1000
94141,1,0
685432,1,1200
587286,1,0
541468,4,2000
1560726,1,0
1190180,3,1300
54372,1,0
562488,3,1800
208331,1,4500
1413158,1,300
920804,1,0
622677,2,198
996395,1,1000
1567568,1,0
1570397,1,100
1581844,1,500
718491,2,800
196591,3,6050
630697,2,2000
1523381,1,0
1434067,2,1300
1559364,1,0
580596,1,0
391521,2,0
1490384,1,0
1231429,1,2500
761081,7,0
576497,1,0
791676,1,2050
522185,3,350
525379,2,20000
713539,1,800
597334,1,0
1577707,1,200
82206,5,12500
353051,1,170
1071379,1,2050
9693,2,1250
1328933,1,1000
1377741,1,0
971088,1,800
723539,2,1000
1478700,1,0
1485508,1,0
537416,4,1400
624502,2,1600
1464383,1,500
1141871,1,800
1569806,1,0
1412688,1,0
1388784,1,0
30896,1,2000
123366,1,10000
176357,1,1400
1421042,1,800
1482950,2,1000
625964,1,0
1057205,2,600
921152,1,2050
1447260,2,500
1388539,1,0
909304,1,800
1471870,1,99
848148,1,0
539548,4,2000
1388143,1,0
1553197,1,800
622796,1,800
802447,1,500
819134,4,2000
1581333,1,99
1117633,2,0
1431236,1,0
56396,1,0
105076,2,1800
542364,4,400
1443474,2,600
522307,1,3200
630502,1,0
1063419,1,0
77155,1,1500
1378242,1,0
1387946,1,0
652354,2,4500
1078507,1,800
258976,1,1500
959704,1,500
662471,3,800
1576657,1,0
82771,2,7500
1581212,1,0
1566270,1,0
1388506,2,0
30970,1,1500
1346669,1,0
1485227,1,0
1322489,1,1000
557997,1,800
820878,1,2050
473451,1,850
651273,1,600
1576526,1,300
581678,1,1300
1221093,6,7000
1004839,1,0
506295,1,500
1403304,1,750
111517,2,4100
810019,1,0
442576,1,500
255507,1,500
825308,1,0
575373,3,1500
719342,3,9000
429854,2,15000
1401671,2,1600
582959,1,2050
821733,1,1000
1376363,3,2100
834351,6,6000
150010,2,1800
1140035,2,600
1564641,2,0
105239,3,7500
1415291,1,0
925940,5,9000
520921,2,4100
556165,1,800
731680,1,0
855129,1,2050
630476,2,2000
1413970,5,700
550816,3,12000
1161647,1,300
362648,1,0
518769,1,500
1006101,2,4100
702792,1,2050
825106,2,899
934126,1,0
409318,3,2000
855315,1,0
1010408,1,2050
732923,1,2050
1389507,1,300
791204,1,1000
89646,1,1250
819831,1,4000
580700,1,800
502007,1,1700
127791,3,6400
1345458,2,600
1492696,1,800
114755,4,396
740158,1,2050
1187052,2,4600
437973,1,0
906842,1,500
531074,1,300
1518980,1,300
1354229,1,800
862522,1,1250
965476,2,4100
1570254,1,0
1428883,1,500
1093443,1,300
1067248,1,2050
1016975,3,90
1193862,1,0
1388282,1,0
49434,1,3000
1227223,1,500
992992,1,3000
1455329,1,500
464398,1,750
1104074,1,99
1233363,1,300
839720,3,2600
363168,2,0
246870,1,300
952358,1,2050
176172,1,99
50424,1,0
690199,1,3200
1580409,1,99
527075,1,800
1449049,1,300
1413401,2,4100
553656,6,4500
847066,1,2000
582132,1,0
1374351,1,0
250984,5,0
556647,1,500
333143,1,0
1389219,1,1000
1529363,1,50
597647,1,800
687248,2,1099
44553,3,998
1318538,1,0
77308,1,0
40473,1,0
704736,1,1300
430157,1,80
1481350,2,0
739587,1,0
790656,1,2050
1478298,3,900
1402282,2,100
1165705,1,800
1104362,2,150
18884,10,120
1031690,3,297
1036754,1,0
1440582,2,300
52491,1,0
1428339,1,500
1570213,1,0
1068732,1,2050
1564449,1,500
718603,1,0
1323848,4,4600
1425575,1,0
588723,2,1600
591416,1,3500
1472174,1,50
1372524,2,0
1448755,1,99
930710,1,300
1081577,1,300
562709,1,0
1486547,1,0
1532927,1,4750
1458903,2,300
1527574,3,2500
620382,6,6000
1482616,1,0
1442846,1,500
1489792,1,0
955436,2,2850
1472185,1,0
640551,1,1200
1515956,1,100
143400,1,1500
798153,1,0
1559317,1,0
1222955,1,0
632015,5,4900
1366017,2,0
1223698,1,0
944109,1,1250
1353335,4,4000
1079855,1,800
426064,1,1500
1559145,1,0
252538,1,0
1577279,1,0
1085042,1,50
1137963,2,5000
571257,1,0
426405,1,3200
1522961,1,500
703133,2,1300
1433958,2,0
1480139,1,0
1460668,1,1300
1086624,2,1600
549864,1,500
32691,1,800
833005,2,500
1479963,4,2900
739614,2,4100
819120,1,800
1381867,1,50
1355316,1,0
1399901,1,100
807025,1,2050
100029,1,0
930676,1,0
644965,2,0
96275,1,170
1543236,1,500
1412364,1,800
55570,1,0
720143,1,800
1321390,1,800
1347999,1,1250
745681,2,1600
1501191,3,1000
1468106,1,0
24266,1,0
334524,1,1000
806805,2,0
920870,1,1000
1566897,1,0
206369,1,2050
1320499,1,0
914627,1,2000
563947,2,1600
343438,1,0
1576923,1,0
114096,1,500
730244,1,0
823205,4,4500
929803,2,1099
155157,2,3500
1065846,1,5000
1121435,1,0
590369,1,0
991191,1,2050
1578947,1,0
369917,1,0
1442659,1,200
406763,1,12000
1159466,1,600
605420,1,500
666567,1,1700
2083,4,7500
640593,2,1300
538559,1,0
575226,1,500
863387,1,2050
1485607,1,0
650571,1,500
1475487,1,0
1497685,1,50
1371317,1,2050
983207,2,2000
811084,1,2000
1540189,1,250
570269,2,500
1477589,1,0
820261,3,1500
338258,2,150
351054,1,300
902441,1,250
161046,1,5000
1578756,1,0
1037015,1,2050
801271,3,3600
1132253,1,1500
83947,1,0
443433,2,0
246893,1,50
1535318,1,0
742644,2,800
741571,1,800
538502,3,1300
1485094,2,5000
1520317,7,10100
805029,1,800
126980,2,2050
926820,1,2050
447194,1,1000
1009101,1,2050
964070,2,5400
1088345,4,250
925487,2,5400
575882,1,0
931497,1,0
986916,3,2900
920602,1,2050
1516978,1,500
945927,1,800
976546,1,2500
361640,1,18000
1167057,1,1500
212168,1,4000
1422949,1,1800
1368995,1,3200
189358,1,1700
1103765,1,1300
32298,1,0
968258,1,2050
62755,1,0
1343221,2,600
1553271,1,500
155206,2,2500
520093,1,100
973666,1,2050
1093019,1,50
902815,1,2500
906745,2,4100
1455687,1,800
939214,1,1000
1576838,1,0
1085367,1,2050
734773,1,0
1011307,2,4100
350734,3,1500
199673,1,2050
979495,2,2100
135720,1,1500
354809,2,8000
500050,1,1000
1230200,2,0
1114022,1,100
1560150,1,800
397158,2,8000
1139049,1,50
1389564,1,50
1366379,2,0
1156215,5,4200
1227836,18,17000
913334,1,2050
31167,2,2200
1316022,5,12500
553704,1,0
655301,1,0
539839,2,1600
1484041,2,100
977210,1,0
973489,1,0
1387919,1,0
713282,1,1500
659234,2,500
1189289,1,0
604475,3,5450
338612,1,300
105298,19,0
171144,1,0
544893,3,1000
1132605,3,1500
1128595,4,350
56924,2,0
97046,1,100
1565496,1,0
648234,3,2100
841505,1,0
1072969,1,0
736617,1,1500
38359,1,0
99549,1,1000
211373,1,0
1114912,1,50
221231,1,1500
95566,1,0
556792,1,0
1551049,1,50
1467483,1,0
1544884,1,800
999649,1,4000
926553,1,1000
1318973,1,0
537161,1,0
314538,3,30000
1009006,1,1000
1464977,2,0
1119900,1,100
1508721,1,800
589370,1,800
701755,1,800
739276,1,2500
55192,1,0
1565016,1,250
836841,1,0
1361669,1,1000
839134,1,500
1061733,2,3400
1564718,1,0
1086139,2,4100
1318070,1,2050
1055739,3,6150
1382778,5,5000
596948,2,1300
682023,1,0
178547,1,0
1428254,1,1300
315049,1,5000
970603,3,6400
359185,1,1800
991634,1,0
689188,1,75
721499,1,800
515750,3,3500
1480743,1,0
1545118,1,228
694837,1,500
284269,1,5000
525394,1,10000
1102189,1,1000
1453259,1,0
1328507,2,1300
1563575,1,0
537960,2,800
1472304,1,0
441161,2,4000
570689,1,500
149828,2,2200
694570,1,0
585390,3,5100
1566729,1,0
423761,1,500
1176167,1,0
532732,2,1500
1025070,1,0
1186092,1,0
655397,1,0
1088646,3,6000
577628,1,500
1541425,1,50
1564165,1,0
806754,2,0
645781,4,2100
1576820,1,300
943488,5,2500
1177577,1,50
616141,1,1000
636912,1,0
136266,2,4250
1477669,1,0
443464,1,800
1576744,1,800
1413704,2,600
724923,1,5000
1358026,2,0
1123430,1,2050
1460563,2,800
830096,1,800
563997,1,800
781837,1,0
96587,1,0
719959,1,0
1045619,1,2000
189805,1,4500
1531409,1,300
1189120,1,500
1480051,1,0
782067,1,800
1443335,2,500
914819,2,500
629609,1,800
1517297,1,250
1383667,2,0
97904,1,0
665544,2,800
1036358,2,1800
861556,1,0
1159382,2,500
854251,2,1000
254083,1,1500
605531,1,800
206931,1,1250
663807,1,1000
1385715,1,0
1468469,1,0
589407,3,1500
118955,1,15000
1185727,1,500
729529,1,0
597429,2,800
1415649,1,800
906720,1,2050
584981,1,500
1229026,1,800
1377169,1,0
425899,1,0
121271,2,2100
50387,1,1000
548017,1,1700
1187719,1,1000
742115,1,2050
933813,1,2050
1457114,1,100
1357482,2,600
1568528,1,0
788835,1,8000
993507,1,2050
1495049,1,300
841738,1,2000
956754,1,2050
1496747,1,1300
33585,1,2500
523533,2,10000
1226809,11,10599
138498,1,1250
1021076,7,7100
1032400,1,300
532598,4,4500
1374331,1,50
1076315,1,1000
1514697,2,1600
1063101,1,800
253219,1,300
562190,1,2000
89250,1,1000
567104,1,1700
974010,1,500
557078,3,11050
1571555,1,0
515023,2,8000
1445205,1,2050
1166818,1,0
992577,1,2050
1233080,1,1500
995254,3,7500
1014446,1,99
775558,1,800
652359,1,1000
1530462,1,1000
209278,1,0
796493,2,600
164654,1,0
1383102,2,2500
690630,2,0
620653,1,9000
691951,1,25
633212,1,1500
1035595,1,2050
799488,2,1300
1342598,2,2000
1059899,1,800
1571552,1,500
801503,1,500
91465,1,8000
442075,1,25000
1572167,2,1300
1384807,1,0
1401224,1,300
786123,1,1500
40973,1,300
1555652,1,0
927647,1,0
930934,1,2050
831394,1,2050
990709,3,200
445433,1,300
1561264,1,0
1568168,1,250
615067,2,2500
1412644,1,300
146652,5,3750
566731,1,800
1554174,1,500
1571672,1,1000
977192,2,3200
1481312,1,0
579275,1,0
539500,2,800
259816,1,4500
1435531,1,300
923435,2,1500
1553793,1,500
549726,1,2000
1353829,1,800
1478688,1,0
163119,1,0
357617,2,1300
1063000,2,0
1219437,3,10000
622811,1,500
1095805,4,396
649368,1,0
704668,1,0
995401,1,300
63665,1,0
951731,2,1000
121097,1,0
1400644,1,600
806868,1,0
1003714,2,4000
1545032,1,500
